date,value,indicator_name
2012-08-06,15.95,VIX_History
2012-08-07,32692.5,Gold price INR
2012-08-07,15.99,VIX_History
2012-08-08,32814.0,Gold price INR
2012-08-08,15.32,VIX_History
2012-08-09,32877.0,Gold price INR
2012-08-09,15.28,VIX_History
2012-08-10,32944.5,Gold price INR
2012-08-10,14.74,VIX_History
2012-08-13,33084.0,Gold price INR
2012-08-13,13.7,VIX_History
2012-08-14,32773.5,Gold price INR
2012-08-14,14.85,VIX_History
2012-08-15,32854.5,Gold price INR
2012-08-15,14.63,VIX_History
2012-08-16,33007.5,Gold price INR
2012-08-16,14.29,VIX_History
2012-08-17,33079.5,Gold price INR
2012-08-17,13.45,VIX_History
2012-08-20,33084.0,Gold price INR
2012-08-20,14.02,VIX_History
2012-08-21,33493.5,Gold price INR
2012-08-21,15.02,VIX_History
2012-08-22,33520.5,Gold price INR
2012-08-22,15.11,VIX_History
2012-08-23,33871.5,Gold price INR
2012-08-23,15.96,VIX_History
2012-08-24,34024.5,Gold price INR
2012-08-24,15.18,VIX_History
2012-08-27,34150.5,Gold price INR
2012-08-27,16.35,VIX_History
2012-08-28,34200.0,Gold price INR
2012-08-28,16.49,VIX_History
2012-08-29,33975.0,Gold price INR
2012-08-29,17.06,VIX_History
2012-08-30,33979.5,Gold price INR
2012-08-30,17.83,VIX_History
2012-08-31,33741.0,Gold price INR
2012-08-31,17.47,VIX_History
2012-09-03,34564.5,Gold price INR
2012-09-04,34744.5,Gold price INR
2012-09-04,17.98,VIX_History
2012-09-05,34735.5,Gold price INR
2012-09-05,17.74,VIX_History
2012-09-06,34884.0,Gold price INR
2012-09-06,15.6,VIX_History
2012-09-07,35235.0,Gold price INR
2012-09-07,14.38,VIX_History
2012-09-10,35347.5,Gold price INR
2012-09-10,16.28,VIX_History
2012-09-11,35383.5,Gold price INR
2012-09-11,16.41,VIX_History
2012-09-12,35280.0,Gold price INR
2012-09-12,15.8,VIX_History
2012-09-13,35338.5,Gold price INR
2012-09-13,14.05,VIX_History
2012-09-14,35550.0,Gold price INR
2012-09-14,14.51,VIX_History
2012-09-17,35055.0,Gold price INR
2012-09-17,14.59,VIX_History
2012-09-18,35194.5,Gold price INR
2012-09-18,14.18,VIX_History
2012-09-19,35140.5,Gold price INR
2012-09-19,13.88,VIX_History
2012-09-20,35136.0,Gold price INR
2012-09-20,14.07,VIX_History
2012-09-21,35136.0,Gold price INR
2012-09-21,13.98,VIX_History
2012-09-24,34699.5,Gold price INR
2012-09-24,14.15,VIX_History
2012-09-25,34843.5,Gold price INR
2012-09-25,15.43,VIX_History
2012-09-26,34362.0,Gold price INR
2012-09-26,16.81,VIX_History
2012-09-27,34524.0,Gold price INR
2012-09-27,14.84,VIX_History
2012-09-28,34465.5,Gold price INR
2012-09-28,15.73,VIX_History
2012-10-01,34600.5,Gold price INR
2012-10-01,16.32,VIX_History
2012-10-02,34380.0,Gold price INR
2012-10-02,15.71,VIX_History
2012-10-03,34114.5,Gold price INR
2012-10-03,15.43,VIX_History
2012-10-04,34191.0,Gold price INR
2012-10-04,14.55,VIX_History
2012-10-05,34056.0,Gold price INR
2012-10-05,14.33,VIX_History
2012-10-08,34240.5,Gold price INR
2012-10-08,15.11,VIX_History
2012-10-09,34479.0,Gold price INR
2012-10-09,16.37,VIX_History
2012-10-10,34434.0,Gold price INR
2012-10-10,16.29,VIX_History
2012-10-11,34281.0,Gold price INR
2012-10-11,15.59,VIX_History
2012-10-12,34380.0,Gold price INR
2012-10-12,16.14,VIX_History
2012-10-15,33871.5,Gold price INR
2012-10-15,15.27,VIX_History
2012-10-16,34033.5,Gold price INR
2012-10-16,15.22,VIX_History
2012-10-17,34033.5,Gold price INR
2012-10-17,15.07,VIX_History
2012-10-18,34069.5,Gold price INR
2012-10-18,15.03,VIX_History
2012-10-19,34407.0,Gold price INR
2012-10-19,17.06,VIX_History
2012-10-22,34038.0,Gold price INR
2012-10-22,16.62,VIX_History
2012-10-23,33871.5,Gold price INR
2012-10-23,18.83,VIX_History
2012-10-24,33781.5,Gold price INR
2012-10-24,18.33,VIX_History
2012-10-25,33880.5,Gold price INR
2012-10-25,18.12,VIX_History
2012-10-26,33889.5,Gold price INR
2012-10-26,17.81,VIX_History
2012-10-29,33912.0,Gold price INR
2012-10-30,34002.0,Gold price INR
2012-10-31,34024.5,Gold price INR
2012-10-31,18.6,VIX_History
2012-11-01,33948.0,Gold price INR
2012-11-01,16.69,VIX_History
2012-11-02,33327.0,Gold price INR
2012-11-02,17.59,VIX_History
2012-11-05,33790.5,Gold price INR
2012-11-05,18.42,VIX_History
2012-11-06,33867.0,Gold price INR
2012-11-06,17.58,VIX_History
2012-11-07,34119.0,Gold price INR
2012-11-07,19.08,VIX_History
2012-11-08,34434.0,Gold price INR
2012-11-08,18.49,VIX_History
2012-11-09,35019.0,Gold price INR
2012-11-09,18.61,VIX_History
2012-11-12,35095.5,Gold price INR
2012-11-12,16.68,VIX_History
2012-11-13,34915.5,Gold price INR
2012-11-13,16.65,VIX_History
2012-11-14,34902.0,Gold price INR
2012-11-14,17.92,VIX_History
2012-11-15,34474.5,Gold price INR
2012-11-15,17.99,VIX_History
2012-11-16,34731.0,Gold price INR
2012-11-16,16.41,VIX_History
2012-11-19,35059.5,Gold price INR
2012-11-19,15.24,VIX_History
2012-11-20,35113.5,Gold price INR
2012-11-20,15.08,VIX_History
2012-11-21,34960.5,Gold price INR
2012-11-21,15.31,VIX_History
2012-11-22,35172.0,Gold price INR
2012-11-23,35473.5,Gold price INR
2012-11-23,15.14,VIX_History
2012-11-26,35905.5,Gold price INR
2012-11-26,15.5,VIX_History
2012-11-27,35676.0,Gold price INR
2012-11-27,15.92,VIX_History
2012-11-28,34893.0,Gold price INR
2012-11-28,15.51,VIX_History
2012-11-29,34861.5,Gold price INR
2012-11-29,15.06,VIX_History
2012-11-30,34542.0,Gold price INR
2012-11-30,15.87,VIX_History
2012-12-03,34600.5,Gold price INR
2012-12-03,16.64,VIX_History
2012-12-04,34132.5,Gold price INR
2012-12-04,17.12,VIX_History
2012-12-05,34015.5,Gold price INR
2012-12-05,16.46,VIX_History
2012-12-06,33723.0,Gold price INR
2012-12-06,16.58,VIX_History
2012-12-07,34105.5,Gold price INR
2012-12-07,15.9,VIX_History
2012-12-10,34348.5,Gold price INR
2012-12-10,16.05,VIX_History
2012-12-11,34159.5,Gold price INR
2012-12-11,15.57,VIX_History
2012-12-12,34254.0,Gold price INR
2012-12-12,15.95,VIX_History
2012-12-13,33903.0,Gold price INR
2012-12-13,16.56,VIX_History
2012-12-14,34047.0,Gold price INR
2012-12-14,17.0,VIX_History
2012-12-17,34186.5,Gold price INR
2012-12-17,16.34,VIX_History
2012-12-18,34218.0,Gold price INR
2012-12-18,15.57,VIX_History
2012-12-19,33448.5,Gold price INR
2012-12-19,17.36,VIX_History
2012-12-20,33318.0,Gold price INR
2012-12-20,17.67,VIX_History
2012-12-21,33484.5,Gold price INR
2012-12-21,17.84,VIX_History
2012-12-24,33399.0,Gold price INR
2012-12-24,18.59,VIX_History
2012-12-25,33399.0,Gold price INR
2012-12-26,33331.5,Gold price INR
2012-12-26,19.48,VIX_History
2012-12-27,33475.5,Gold price INR
2012-12-27,19.47,VIX_History
2012-12-28,33426.0,Gold price INR
2012-12-28,22.72,VIX_History
2012-12-31,33412.5,Gold price INR
2012-12-31,18.02,VIX_History
2013-01-01,33412.5,Gold price INR
2013-01-02,33912.0,Gold price INR
2013-01-02,14.68,VIX_History
2013-01-03,33723.0,Gold price INR
2013-01-03,14.56,VIX_History
2013-01-04,33421.5,Gold price INR
2013-01-04,13.83,VIX_History
2013-01-07,33448.5,Gold price INR
2013-01-07,13.79,VIX_History
2013-01-08,33556.5,Gold price INR
2013-01-08,13.62,VIX_History
2013-01-09,33457.5,Gold price INR
2013-01-09,13.81,VIX_History
2013-01-10,33691.5,Gold price INR
2013-01-10,13.49,VIX_History
2013-01-11,33412.5,Gold price INR
2013-01-11,13.36,VIX_History
2013-01-14,33390.0,Gold price INR
2013-01-14,13.52,VIX_History
2013-01-15,33759.0,Gold price INR
2013-01-15,13.55,VIX_History
2013-01-16,33781.5,Gold price INR
2013-01-16,13.42,VIX_History
2013-01-17,33457.5,Gold price INR
2013-01-17,13.57,VIX_History
2013-01-18,33435.0,Gold price INR
2013-01-18,12.46,VIX_History
2013-01-21,33444.0,Gold price INR
2013-01-22,33471.0,Gold price INR
2013-01-22,12.43,VIX_History
2013-01-23,33385.5,Gold price INR
2013-01-23,12.46,VIX_History
2013-01-24,33012.0,Gold price INR
2013-01-24,12.69,VIX_History
2013-01-25,32796.0,Gold price INR
2013-01-25,12.89,VIX_History
2013-01-28,32854.5,Gold price INR
2013-01-28,13.57,VIX_History
2013-01-29,32895.0,Gold price INR
2013-01-29,13.31,VIX_History
2013-01-30,32958.0,Gold price INR
2013-01-30,14.32,VIX_History
2013-01-31,32580.0,Gold price INR
2013-01-31,14.28,VIX_History
2013-02-01,32665.5,Gold price INR
2013-02-01,12.9,VIX_History
2013-02-04,32643.0,Gold price INR
2013-02-04,14.67,VIX_History
2013-02-05,32710.5,Gold price INR
2013-02-05,13.72,VIX_History
2013-02-06,32791.5,Gold price INR
2013-02-06,13.41,VIX_History
2013-02-07,32701.5,Gold price INR
2013-02-07,13.5,VIX_History
2013-02-08,32868.0,Gold price INR
2013-02-08,13.02,VIX_History
2013-02-11,32679.0,Gold price INR
2013-02-11,12.94,VIX_History
2013-02-12,32692.5,Gold price INR
2013-02-12,12.64,VIX_History
2013-02-13,32553.0,Gold price INR
2013-02-13,12.98,VIX_History
2013-02-14,32638.5,Gold price INR
2013-02-14,12.66,VIX_History
2013-02-15,32134.5,Gold price INR
2013-02-15,12.46,VIX_History
2013-02-18,32166.0,Gold price INR
2013-02-19,32107.5,Gold price INR
2013-02-19,12.31,VIX_History
2013-02-20,31612.5,Gold price INR
2013-02-20,14.68,VIX_History
2013-02-21,31621.5,Gold price INR
2013-02-21,15.22,VIX_History
2013-02-22,31437.0,Gold price INR
2013-02-22,14.17,VIX_History
2013-02-25,31450.5,Gold price INR
2013-02-25,18.99,VIX_History
2013-02-26,31693.5,Gold price INR
2013-02-26,16.87,VIX_History
2013-02-27,31801.5,Gold price INR
2013-02-27,14.73,VIX_History
2013-02-28,31797.0,Gold price INR
2013-02-28,15.51,VIX_History
2013-03-01,31963.5,Gold price INR
2013-03-01,15.36,VIX_History
2013-03-04,31783.5,Gold price INR
2013-03-04,14.01,VIX_History
2013-03-05,31878.0,Gold price INR
2013-03-05,13.48,VIX_History
2013-03-06,31725.0,Gold price INR
2013-03-06,13.53,VIX_History
2013-03-07,31693.5,Gold price INR
2013-03-07,13.06,VIX_History
2013-03-08,31612.5,Gold price INR
2013-03-08,12.59,VIX_History
2013-03-11,31612.5,Gold price INR
2013-03-11,11.56,VIX_History
2013-03-12,31860.0,Gold price INR
2013-03-12,12.27,VIX_History
2013-03-13,31770.0,Gold price INR
2013-03-13,11.83,VIX_History
2013-03-14,31693.5,Gold price INR
2013-03-14,11.3,VIX_History
2013-03-15,31725.0,Gold price INR
2013-03-15,11.3,VIX_History
2013-03-18,31986.0,Gold price INR
2013-03-18,13.36,VIX_History
2013-03-19,32251.5,Gold price INR
2013-03-19,14.39,VIX_History
2013-03-20,32130.0,Gold price INR
2013-03-20,12.67,VIX_History
2013-03-21,32238.0,Gold price INR
2013-03-21,13.99,VIX_History
2013-03-22,32143.5,Gold price INR
2013-03-22,13.57,VIX_History
2013-03-25,31882.5,Gold price INR
2013-03-25,13.74,VIX_History
2013-03-26,31972.5,Gold price INR
2013-03-26,12.77,VIX_History
2013-03-27,32071.5,Gold price INR
2013-03-27,13.15,VIX_History
2013-03-28,31959.0,Gold price INR
2013-03-28,12.7,VIX_History
2013-03-29,31959.0,Gold price INR
2013-04-01,31959.0,Gold price INR
2013-04-01,13.58,VIX_History
2013-04-02,31626.0,Gold price INR
2013-04-02,12.78,VIX_History
2013-04-03,31540.5,Gold price INR
2013-04-03,14.21,VIX_History
2013-04-04,31207.5,Gold price INR
2013-04-04,13.89,VIX_History
2013-04-05,31635.0,Gold price INR
2013-04-05,13.92,VIX_History
2013-04-08,31612.5,Gold price INR
2013-04-08,13.19,VIX_History
2013-04-09,31702.5,Gold price INR
2013-04-09,12.84,VIX_History
2013-04-10,31608.0,Gold price INR
2013-04-10,12.36,VIX_History
2013-04-11,31405.5,Gold price INR
2013-04-11,12.24,VIX_History
2013-04-12,30829.5,Gold price INR
2013-04-12,12.06,VIX_History
2013-04-15,28039.5,Gold price INR
2013-04-15,17.27,VIX_History
2013-04-16,27531.0,Gold price INR
2013-04-16,13.96,VIX_History
2013-04-17,27738.0,Gold price INR
2013-04-17,16.51,VIX_History
2013-04-18,27729.0,Gold price INR
2013-04-18,17.56,VIX_History
2013-04-19,27963.0,Gold price INR
2013-04-19,14.97,VIX_History
2013-04-22,28399.5,Gold price INR
2013-04-22,14.39,VIX_History
2013-04-23,28170.0,Gold price INR
2013-04-23,13.48,VIX_History
2013-04-24,28579.5,Gold price INR
2013-04-24,13.61,VIX_History
2013-04-25,28930.5,Gold price INR
2013-04-25,13.62,VIX_History
2013-04-26,29452.5,Gold price INR
2013-04-26,13.61,VIX_History
2013-04-29,29299.5,Gold price INR
2013-04-29,13.71,VIX_History
2013-04-30,29119.5,Gold price INR
2013-04-30,13.52,VIX_History
2013-05-01,28836.0,Gold price INR
2013-05-01,14.49,VIX_History
2013-05-02,29115.0,Gold price INR
2013-05-02,13.59,VIX_History
2013-05-03,29169.0,Gold price INR
2013-05-03,12.85,VIX_History
2013-05-06,29313.0,Gold price INR
2013-05-06,12.66,VIX_History
2013-05-07,28746.0,Gold price INR
2013-05-07,12.83,VIX_History
2013-05-08,29236.5,Gold price INR
2013-05-08,12.66,VIX_History
2013-05-09,29241.0,Gold price INR
2013-05-09,13.13,VIX_History
2013-05-10,28701.0,Gold price INR
2013-05-10,12.59,VIX_History
2013-05-13,28849.5,Gold price INR
2013-05-13,12.55,VIX_History
2013-05-14,28899.0,Gold price INR
2013-05-14,12.77,VIX_History
2013-05-15,28471.5,Gold price INR
2013-05-15,12.81,VIX_History
2013-05-16,27846.0,Gold price INR
2013-05-16,13.07,VIX_History
2013-05-17,27634.5,Gold price INR
2013-05-17,12.45,VIX_History
2013-05-20,27468.0,Gold price INR
2013-05-20,13.02,VIX_History
2013-05-21,27679.5,Gold price INR
2013-05-21,13.37,VIX_History
2013-05-22,28795.5,Gold price INR
2013-05-22,13.82,VIX_History
2013-05-23,28260.0,Gold price INR
2013-05-23,14.07,VIX_History
2013-05-24,28444.5,Gold price INR
2013-05-24,13.99,VIX_History
2013-05-27,28422.0,Gold price INR
2013-05-28,28323.0,Gold price INR
2013-05-28,14.48,VIX_History
2013-05-29,28579.5,Gold price INR
2013-05-29,14.83,VIX_History
2013-05-30,29250.0,Gold price INR
2013-05-30,14.53,VIX_History
2013-05-31,28980.0,Gold price INR
2013-05-31,16.3,VIX_History
2013-06-03,29308.5,Gold price INR
2013-06-03,16.28,VIX_History
2013-06-04,29065.5,Gold price INR
2013-06-04,16.27,VIX_History
2013-06-05,29326.5,Gold price INR
2013-06-05,17.5,VIX_History
2013-06-06,29304.0,Gold price INR
2013-06-06,16.63,VIX_History
2013-06-07,29106.0,Gold price INR
2013-06-07,15.14,VIX_History
2013-06-10,29475.0,Gold price INR
2013-06-10,15.44,VIX_History
2013-06-11,29578.5,Gold price INR
2013-06-11,17.07,VIX_History
2013-06-12,29389.5,Gold price INR
2013-06-12,18.59,VIX_History
2013-06-13,29578.5,Gold price INR
2013-06-13,16.41,VIX_History
2013-06-14,29461.5,Gold price INR
2013-06-14,17.15,VIX_History
2013-06-17,29443.5,Gold price INR
2013-06-17,16.8,VIX_History
2013-06-18,29551.5,Gold price INR
2013-06-18,16.61,VIX_History
2013-06-19,29668.5,Gold price INR
2013-06-19,16.64,VIX_History
2013-06-20,28413.0,Gold price INR
2013-06-20,20.49,VIX_History
2013-06-21,28201.5,Gold price INR
2013-06-21,18.9,VIX_History
2013-06-24,28300.5,Gold price INR
2013-06-24,20.11,VIX_History
2013-06-25,28089.0,Gold price INR
2013-06-25,18.47,VIX_History
2013-06-26,27549.0,Gold price INR
2013-06-26,17.21,VIX_History
2013-06-27,27333.0,Gold price INR
2013-06-27,16.86,VIX_History
2013-06-28,26064.0,Gold price INR
2013-06-28,16.86,VIX_History
2013-07-01,27175.5,Gold price INR
2013-07-01,16.37,VIX_History
2013-07-02,27499.5,Gold price INR
2013-07-02,16.44,VIX_History
2013-07-03,27720.0,Gold price INR
2013-07-03,16.2,VIX_History
2013-07-04,27688.5,Gold price INR
2013-07-05,26950.5,Gold price INR
2013-07-05,14.89,VIX_History
2013-07-08,27661.5,Gold price INR
2013-07-08,14.78,VIX_History
2013-07-09,27868.5,Gold price INR
2013-07-09,14.35,VIX_History
2013-07-10,27720.0,Gold price INR
2013-07-10,14.21,VIX_History
2013-07-11,28264.5,Gold price INR
2013-07-11,14.01,VIX_History
2013-07-12,28215.0,Gold price INR
2013-07-12,13.84,VIX_History
2013-07-15,28296.0,Gold price INR
2013-07-15,13.79,VIX_History
2013-07-16,28138.5,Gold price INR
2013-07-16,14.42,VIX_History
2013-07-17,28395.0,Gold price INR
2013-07-17,13.78,VIX_History
2013-07-18,28143.0,Gold price INR
2013-07-18,13.77,VIX_History
2013-07-19,28431.0,Gold price INR
2013-07-19,12.54,VIX_History
2013-07-22,29083.5,Gold price INR
2013-07-22,12.29,VIX_History
2013-07-23,29322.0,Gold price INR
2013-07-23,12.66,VIX_History
2013-07-24,29025.0,Gold price INR
2013-07-24,13.18,VIX_History
2013-07-25,28845.0,Gold price INR
2013-07-25,12.97,VIX_History
2013-07-26,28885.5,Gold price INR
2013-07-26,12.72,VIX_History
2013-07-29,29047.5,Gold price INR
2013-07-29,13.39,VIX_History
2013-07-30,29407.5,Gold price INR
2013-07-30,13.39,VIX_History
2013-07-31,29407.5,Gold price INR
2013-07-31,13.45,VIX_History
2013-08-01,29160.0,Gold price INR
2013-08-01,12.94,VIX_History
2013-08-02,29340.0,Gold price INR
2013-08-02,11.98,VIX_History
2013-08-05,29223.0,Gold price INR
2013-08-05,11.84,VIX_History
2013-08-06,28948.5,Gold price INR
2013-08-06,12.72,VIX_History
2013-08-07,28881.0,Gold price INR
2013-08-07,12.98,VIX_History
2013-08-08,29074.5,Gold price INR
2013-08-08,12.73,VIX_History
2013-08-09,29313.0,Gold price INR
2013-08-09,13.41,VIX_History
2013-08-12,30168.0,Gold price INR
2013-08-12,12.81,VIX_History
2013-08-13,29857.5,Gold price INR
2013-08-13,12.31,VIX_History
2013-08-14,29979.0,Gold price INR
2013-08-14,13.04,VIX_History
2013-08-15,30051.0,Gold price INR
2013-08-15,14.73,VIX_History
2013-08-16,31090.5,Gold price INR
2013-08-16,14.37,VIX_History
2013-08-19,31612.5,Gold price INR
2013-08-19,15.1,VIX_History
2013-08-20,32094.0,Gold price INR
2013-08-20,14.91,VIX_History
2013-08-21,32242.5,Gold price INR
2013-08-21,15.94,VIX_History
2013-08-22,32764.5,Gold price INR
2013-08-22,14.76,VIX_History
2013-08-23,32440.5,Gold price INR
2013-08-23,13.98,VIX_History
2013-08-26,32683.5,Gold price INR
2013-08-26,14.99,VIX_History
2013-08-27,34447.5,Gold price INR
2013-08-27,16.77,VIX_History
2013-08-28,35590.5,Gold price INR
2013-08-28,16.49,VIX_History
2013-08-29,34596.0,Gold price INR
2013-08-29,16.81,VIX_History
2013-08-30,33907.5,Gold price INR
2013-08-30,17.01,VIX_History
2013-09-02,33862.5,Gold price INR
2013-09-03,35001.0,Gold price INR
2013-09-03,16.61,VIX_History
2013-09-04,34236.0,Gold price INR
2013-09-04,15.88,VIX_History
2013-09-05,33718.5,Gold price INR
2013-09-05,15.77,VIX_History
2013-09-06,33327.0,Gold price INR
2013-09-06,15.85,VIX_History
2013-09-09,33399.0,Gold price INR
2013-09-09,15.63,VIX_History
2013-09-10,31963.5,Gold price INR
2013-09-10,14.53,VIX_History
2013-09-11,31765.5,Gold price INR
2013-09-11,13.82,VIX_History
2013-09-12,31108.5,Gold price INR
2013-09-12,14.29,VIX_History
2013-09-13,30753.0,Gold price INR
2013-09-13,14.16,VIX_History
2013-09-16,30609.0,Gold price INR
2013-09-16,14.38,VIX_History
2013-09-17,30528.0,Gold price INR
2013-09-17,14.53,VIX_History
2013-09-18,30285.0,Gold price INR
2013-09-18,13.59,VIX_History
2013-09-19,31117.5,Gold price INR
2013-09-19,13.16,VIX_History
2013-09-20,30946.5,Gold price INR
2013-09-20,13.12,VIX_History
2013-09-23,30420.0,Gold price INR
2013-09-23,14.31,VIX_History
2013-09-24,30334.5,Gold price INR
2013-09-24,14.08,VIX_History
2013-09-25,30348.0,Gold price INR
2013-09-25,14.01,VIX_History
2013-09-26,30442.5,Gold price INR
2013-09-26,14.06,VIX_History
2013-09-27,30816.0,Gold price INR
2013-09-27,15.46,VIX_History
2013-09-30,30555.0,Gold price INR
2013-09-30,16.6,VIX_History
2013-10-01,29650.5,Gold price INR
2013-10-01,15.54,VIX_History
2013-10-02,30006.0,Gold price INR
2013-10-02,16.6,VIX_History
2013-10-03,29907.0,Gold price INR
2013-10-03,17.67,VIX_History
2013-10-04,29727.0,Gold price INR
2013-10-04,16.74,VIX_History
2013-10-07,30118.5,Gold price INR
2013-10-07,19.41,VIX_History
2013-10-08,30262.5,Gold price INR
2013-10-08,20.34,VIX_History
2013-10-09,29704.5,Gold price INR
2013-10-09,19.6,VIX_History
2013-10-10,29425.5,Gold price INR
2013-10-10,16.48,VIX_History
2013-10-11,28467.0,Gold price INR
2013-10-11,15.72,VIX_History
2013-10-14,29074.5,Gold price INR
2013-10-14,16.07,VIX_History
2013-10-15,28917.0,Gold price INR
2013-10-15,18.66,VIX_History
2013-10-16,28989.0,Gold price INR
2013-10-16,14.71,VIX_History
2013-10-17,29749.5,Gold price INR
2013-10-17,13.48,VIX_History
2013-10-18,29668.5,Gold price INR
2013-10-18,13.04,VIX_History
2013-10-21,29812.5,Gold price INR
2013-10-21,13.16,VIX_History
2013-10-22,30240.0,Gold price INR
2013-10-22,13.33,VIX_History
2013-10-23,30172.5,Gold price INR
2013-10-23,13.42,VIX_History
2013-10-24,30388.5,Gold price INR
2013-10-24,13.2,VIX_History
2013-10-25,30546.0,Gold price INR
2013-10-25,13.09,VIX_History
2013-10-28,30798.0,Gold price INR
2013-10-28,13.31,VIX_History
2013-10-29,30478.5,Gold price INR
2013-10-29,13.41,VIX_History
2013-10-30,30555.0,Gold price INR
2013-10-30,13.65,VIX_History
2013-10-31,29938.5,Gold price INR
2013-10-31,13.75,VIX_History
2013-11-01,29736.0,Gold price INR
2013-11-01,13.28,VIX_History
2013-11-04,30046.5,Gold price INR
2013-11-04,12.93,VIX_History
2013-11-05,29664.0,Gold price INR
2013-11-05,13.27,VIX_History
2013-11-06,30244.5,Gold price INR
2013-11-06,12.67,VIX_History
2013-11-07,30105.0,Gold price INR
2013-11-07,13.91,VIX_History
2013-11-08,29668.5,Gold price INR
2013-11-08,12.9,VIX_History
2013-11-11,29857.5,Gold price INR
2013-11-11,12.53,VIX_History
2013-11-12,30001.5,Gold price INR
2013-11-12,12.82,VIX_History
2013-11-13,29722.5,Gold price INR
2013-11-13,12.52,VIX_History
2013-11-14,29934.0,Gold price INR
2013-11-14,12.37,VIX_History
2013-11-15,29961.0,Gold price INR
2013-11-15,12.19,VIX_History
2013-11-18,29488.5,Gold price INR
2013-11-18,13.1,VIX_History
2013-11-19,29241.0,Gold price INR
2013-11-19,13.39,VIX_History
2013-11-20,28926.0,Gold price INR
2013-11-20,13.4,VIX_History
2013-11-21,28701.0,Gold price INR
2013-11-21,12.66,VIX_History
2013-11-22,28836.0,Gold price INR
2013-11-22,12.26,VIX_History
2013-11-25,28566.0,Gold price INR
2013-11-25,12.79,VIX_History
2013-11-26,28669.5,Gold price INR
2013-11-26,12.81,VIX_History
2013-11-27,28512.0,Gold price INR
2013-11-27,12.98,VIX_History
2013-11-28,28597.5,Gold price INR
2013-11-29,28809.0,Gold price INR
2013-11-29,13.7,VIX_History
2013-12-02,28165.5,Gold price INR
2013-12-02,14.23,VIX_History
2013-12-03,27927.0,Gold price INR
2013-12-03,14.55,VIX_History
2013-12-04,28080.0,Gold price INR
2013-12-04,14.7,VIX_History
2013-12-05,27787.5,Gold price INR
2013-12-05,15.08,VIX_History
2013-12-06,27958.5,Gold price INR
2013-12-06,13.79,VIX_History
2013-12-09,27810.0,Gold price INR
2013-12-09,13.49,VIX_History
2013-12-10,28462.5,Gold price INR
2013-12-10,13.91,VIX_History
2013-12-11,28426.5,Gold price INR
2013-12-11,15.42,VIX_History
2013-12-12,27823.5,Gold price INR
2013-12-12,15.54,VIX_History
2013-12-13,28179.0,Gold price INR
2013-12-13,15.76,VIX_History
2013-12-16,28129.5,Gold price INR
2013-12-16,16.03,VIX_History
2013-12-17,28084.5,Gold price INR
2013-12-17,16.21,VIX_History
2013-12-18,28071.0,Gold price INR
2013-12-18,13.8,VIX_History
2013-12-19,27342.0,Gold price INR
2013-12-19,14.15,VIX_History
2013-12-20,27328.5,Gold price INR
2013-12-20,13.79,VIX_History
2013-12-23,27342.0,Gold price INR
2013-12-23,13.04,VIX_History
2013-12-24,27319.5,Gold price INR
2013-12-24,12.48,VIX_History
2013-12-25,27319.5,Gold price INR
2013-12-26,27382.5,Gold price INR
2013-12-26,12.33,VIX_History
2013-12-27,27670.5,Gold price INR
2013-12-27,12.46,VIX_History
2013-12-30,27459.0,Gold price INR
2013-12-30,13.56,VIX_History
2013-12-31,27414.0,Gold price INR
2013-12-31,13.72,VIX_History
2014-01-01,27414.0,Gold price INR
2014-01-02,28039.5,Gold price INR
2014-01-02,14.23,VIX_History
2014-01-03,28255.5,Gold price INR
2014-01-03,13.76,VIX_History
2014-01-06,28588.5,Gold price INR
2014-01-06,13.55,VIX_History
2014-01-07,28147.5,Gold price INR
2014-01-07,12.92,VIX_History
2014-01-08,27931.5,Gold price INR
2014-01-08,12.87,VIX_History
2014-01-09,27999.0,Gold price INR
2014-01-09,12.89,VIX_History
2014-01-10,28359.0,Gold price INR
2014-01-10,12.14,VIX_History
2014-01-13,28273.5,Gold price INR
2014-01-13,13.28,VIX_History
2014-01-14,28354.5,Gold price INR
2014-01-14,12.28,VIX_History
2014-01-15,27994.5,Gold price INR
2014-01-15,12.28,VIX_History
2014-01-16,28120.5,Gold price INR
2014-01-16,12.53,VIX_History
2014-01-17,28273.5,Gold price INR
2014-01-17,12.44,VIX_History
2014-01-20,28458.0,Gold price INR
2014-01-21,28179.0,Gold price INR
2014-01-21,12.87,VIX_History
2014-01-22,28237.5,Gold price INR
2014-01-22,12.84,VIX_History
2014-01-23,28791.0,Gold price INR
2014-01-23,13.77,VIX_History
2014-01-24,29133.0,Gold price INR
2014-01-24,18.14,VIX_History
2014-01-27,29331.0,Gold price INR
2014-01-27,17.42,VIX_History
2014-01-28,28845.0,Gold price INR
2014-01-28,15.8,VIX_History
2014-01-29,29047.5,Gold price INR
2014-01-29,17.35,VIX_History
2014-01-30,28651.5,Gold price INR
2014-01-30,17.29,VIX_History
2014-01-31,28840.5,Gold price INR
2014-01-31,18.41,VIX_History
2014-02-03,29110.5,Gold price INR
2014-02-03,21.44,VIX_History
2014-02-04,28804.5,Gold price INR
2014-02-04,19.11,VIX_History
2014-02-05,28863.0,Gold price INR
2014-02-05,19.95,VIX_History
2014-02-06,28903.5,Gold price INR
2014-02-06,17.23,VIX_History
2014-02-07,28894.5,Gold price INR
2014-02-07,15.29,VIX_History
2014-02-10,29299.5,Gold price INR
2014-02-10,15.26,VIX_History
2014-02-11,29371.5,Gold price INR
